RepeatID,rDNAdel.ESC134_L1_rep1__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC134_L1_rep2__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep1__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep2__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep3__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep4__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_18hr_rep1__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_18hr_rep2__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_24hr_rep1__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_24hr_rep2__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_24hr_rep3__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_eft3p.TIR1_auxin.1mM_24hr_rep1__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_eft3p.TIR1_auxin.1mM_24hr_rep2__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_eft3p.TIR1_auxin.1mM_24hr_rep3__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep1__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep2__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep3__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep4__fsp_ht2.ce10_sbl_sSR.bam
CELE46A_dup349,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CER17-I_CE-int_dup3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(CCCCAG)n_dup2,102.25,75.07,45,9,97.73,90.73,72.25,33.6,116.17,36.9,116.53,166.33,140.57,231.5,251,131.75,37.1,295.43
(CTGGGG)n_dup3,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0
Tc1A_dup50,0.09,0.18,0,0,0.82,0,0.09,0,0.18,0,0.18,1.36,1.82,1.57,0,0,0,0.09
CELE46A_dup350,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CELE12A_dup48,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
DNA-3-1_CE_dup45,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
PALTTTAAA2_dup179,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
(CTACG)n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup351,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CELE46A_dup352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TCC)n_dup3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup353,0,0,0,51,0,0,1,0,0,0,0,0,0,3,0,0,0,0
CELE46A_dup354,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
(TGG)n_dup9,3,1,22,0,23,5,1,1,9,3,12,44,47,66,0,1,1,35
(TGG)n_dup10,3,45,1,21,26,83,120,77,61,18,235,197,287,371,225,185,1,150
LINE2C1_CE_dup9,2,0,0,0,4,0,0,0,1,0,3,0,0.67,11.4,0,1,2,46.25
CER8-LTR_CE_dup2,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
CER9-LTR_CE_dup6,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,2,0,0
RC123_dup114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TTTA)n_dup6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
PALTTTAAA2_dup180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR_CE_dup12,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.33
LINE2B_CE_dup7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
CELE46A_dup355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARINCE1_dup15,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE12B_dup28,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAL8C_1_dup10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1B_CE_dup129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MAR_CE_dup13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC5B_dup20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tc1A_dup51,1.09,2.47,0,0,0.82,0.78,0.09,0.1,0.36,1,0.55,2.39,5.78,13.6,0,0,0,8.72
Tc1A_dup52,0.09,3.47,0,0,2.26,0.11,0.09,0.1,0.36,0,0.55,9.72,14.03,12.6,0,0,0,1.72
DNA-3-1_CE_dup46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINE2G_CE_dup20,0,0,0,0,0,5.25,0,0,0,0,0,0,1,0.25,0,0,0,0.33
TIR9TA1C_CE_dup69,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
CELE12A_dup49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
CELE46A_dup360,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
PAL8C_5_dup7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5
MSAT1_CE_dup47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSAT1_CE_dup48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE45_dup52,23.91,45.48,0.15,19.79,64.92,35.34,12.71,2.86,12.31,8.69,7.14,45.87,15.21,26.67,3.54,5.02,17.58,50
CELE46A_dup361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup362,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CELE46A_dup363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR3_CE_dup50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR3_CE_dup51,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DNA-3-1_CE_dup47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAL8C_1_dup11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC123_dup115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTC2A_dup27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE45_dup53,1.84,0.36,1.08,4.91,9,5.08,0.35,1.33,0.97,0,2.9,2.78,3.71,1.76,0,0,0.55,8.48
TC5B_dup21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC5B_dup22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CELE46A_dup366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA2_dup181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA2_dup182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE12A_dup50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup368,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0
TIR9TA1C_CE_dup70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
PALTTTAAA2_dup183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC123_dup116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGE1_dup6,4,0,0,0,0,8,3,3,2,0,17,17,14,19,0,12,2,10
MIRAGE1_dup7,11.64,0,27.83,0,1,2.75,0.57,0,0,0,4.2,0.74,1.19,3.04,9,0,0.29,8.15
CELE46A_dup369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGE1_dup8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGE1_dup9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
C-rich_dup5,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,24
(CATTC)n,0,0.5,0,18,0,0,0,0,0,0,0,0.33,1,6,0,0,0,7.5
(AGTTG)n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR1_CE_dup31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tc1A_dup53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup370,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0
NTC2A_dup28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTC2A_dup29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tc1A_dup54,2,0.1,0,0,0,0.11,0,0.1,0.18,0,0.36,1.36,2.31,0.78,0,0,0,0.54
Tc1A_dup55,0.09,0.18,0,0,2.26,0,0.09,0,0.18,0,0.18,1.36,2.47,1.57,0,0,0,0.09
Tc1A_dup56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY1_CE_dup98,0,0,0,0,0,0.53,0,0,0.12,0,2.04,1.28,2.96,2.61,0.08,1,0,30.92
TIR9TA1C_CE_dup71,0,0,0,0,0,0,0.33,0,0,0,0,0,0,1,0,0,0,3.33
LINE2C1_CE_dup10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1C_CE_dup72,0,0,1,0,0,0,0.67,0,0,0,0,0,0,2,0,0,0,10.67
HelitronY3_CE_dup11,1,1,0,0,0,20,0,0,3,0,2.36,0.08,1,3.09,0,0,1,0.08
CELE46A_dup372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINE2G_CE_dup21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINE2G_CE_dup22,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33
CELE46A_dup373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TIR9TA1C_CE_dup73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA2_dup184,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Tc6_dup11,4,32,0,0,0,0,0,0,0,0,4,0,8.48,2.51,0.11,0,0,0.54
MSAT1_CE_dup49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Mariner3_CE_dup12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0
Mariner3_CE_dup13,0,0,3,64,0,0,8,0,0,0,2,8.5,1.33,0,0,0,0,0
LINE2C1_CE_dup11,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINE2C1_CE_dup12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINE2H_CE_dup3,0,0,0,25,0,22,0,0,0,0,0,0,0,0,0,0,5,10.33
LINE2H_CE_dup4,1,0,0,0,0,1.5,4,0,0,0,6,8,0,14,0,0,3,35.33
LINE2C1_CE_dup13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR_CE_dup14,0,0,4,0,0,0,0,0,0,0,0,0,0.33,0,0,0,1,34.5
MAR_CE_dup15,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,1,34.5
DNA-3-1_CE_dup48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA-3-1_CE_dup49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAL8C_1_dup12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA2_dup185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PALTTTAAA2_dup186,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
IR3_CE_dup52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(CACCAT)n_dup1,3,4,48,0,2,71,5,6,15,1,18,28,18,33,25,1,8,8
RCA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA2_dup187,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PALTTTAAA2_dup188,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2
PALTTTAAA2_dup189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE12A_dup51,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,17
CELE12A_dup52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
(CTGGGG)n_dup4,6,6,0,0,2,1,0,0,0,0,3,0,0,0,0,0,6,13
MARINCE1_dup16,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA2_dup190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup375,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
(CTGGGG)n_dup5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(CTGGGG)n_dup6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(CTGGGG)n_dup7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TCC)n_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(CCCCAG)n_dup3,70,74,45,7,78,79,32,28,82,18,75,140,118,140,319,192,27,202
(CCCCAG)n_dup4,45.25,56.5,0.5,4,73.33,62,21.75,26,70.67,9.5,59,99.17,82.42,134.92,529,297.75,34.25,151.5
(CTGGGG)n_dup8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(CTGGGG)n_dup9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PAL9A_CE_dup13,0,0,0,0,3.85,0,0.1,0,0,0,0.28,0.9,0.35,0.58,0,0,0,4.49
TIR9TA1C_CE_dup74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
CELE46A_dup376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
DNA-3-1_CE_dup50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA-3-1_CE_dup51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC123_dup117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
CELE46A_dup379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(CAGTT)n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINE2A_CE_dup6,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
(TGG)n_dup11,11,10,174,0,93,5,109,74,40,7,60,126,56,82,0,160,6,34
TIR9TA1C_CE_dup75,0,0,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
CELE11_dup120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariner3_CE_dup14,0.04,0,0,0,0,6,0,0,0,0,0,0,0,6,0,49,0,21.04
MAR_CE_dup16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NTC2A_dup30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE12A_dup53,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11
MSAT1_CE_dup50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1C_CE_dup76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup12,6,1,0,0,4,16,4,14,4,1,19,30,40,28,21,0,0,5
(TGG)n_dup13,2,2,0,0,8,16,0,0,2,0,1,5,4,15,0,0,5,11
(TGG)n_dup14,3,2,0,0,0,11,0,1,1,1,1,6,4,8,0,0,1,12
(TGG)n_dup15,1.5,1,0,14,1.5,0,3.5,1,9,2,8,12,18.5,13,2,0,1,17
(TGG)n_dup16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
(TGG)n_dup17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0
(TGG)n_dup18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
(TGG)n_dup19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup28,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup29,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
(TGG)n_dup30,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0
LINE2E_CE_dup6,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0.25,0,30
(TAAAAA)n_dup6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CER17-I_CE-int_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CER17-I_CE-int_dup5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARINCE1_dup17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,4,10
CER13-I_CE-int_dup2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CER13-I_CE-int_dup3,2,0,59,0,0,14,0,0,0,0,0,0,2,2,0,0,0,0
CER13-I_CE-int_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSAT1_CE_dup51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CeRep55_dup30,0.24,0,1.51,0.5,0.15,5.01,0,0.46,0.2,0,0,0,0.86,1.36,0,12.28,2.33,9.61
PAL8C_5_dup8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
(CTA)n_dup5,0,0,0,0,0,5,0,0,0,0,2,5,0,1,6,0,1,0
(GGGAGA)n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polypurine_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA-3-1_CE_dup52,0,0,0,0,0,0,0,0,2,0,0,0,2,0,25,0,0,0
CELE12B_dup29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0
PALTTTAAA2_dup191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TTATA)n_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA2_dup192,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0
PALTTTAAA2_dup193,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PALTTTAAA2_dup194,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NDNAX1_CE_dup13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARINCE1_dup18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGE1_dup10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIRAGE1_dup11,0,0,0,0,0,0,1,0,0,0,0,0,0.92,0,0,0,0,0
PALTTTAAA2_dup195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE12A_dup54,0,0,1,0,0,0,0,0,2,0,0,0,0,0,89,0,0,3
TIR9TA1C_CE_dup77,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mariner3_CE_dup15,5.63,0.8,25.36,0,0,5.47,0.91,0,0,0,0.17,2.43,1.17,0.84,3.76,0,6.84,12.51
RTE1_dup13,2.33,0.07,7.17,0,0.77,23.76,0.09,0,0.87,0,1.36,6.02,2.95,5.62,3.86,2,10,11.38
RTE1_dup14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CELE11_dup121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LR9A_dup413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(CAA)n_dup11,1,16,0,0,1,41,4,4,3.5,0,3,12,15,20,0,158,0,16
NTC2A_dup31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE11_dup122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINE2G_CE_dup23,0,0,1.83,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,2.33
(CAATT)n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CeRep58_dup2,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0
TIR9TA1C_CE_dup78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY1_CE_dup99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA-3-1_CE_dup53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Tc1A_dup57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC123_dup118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0
TIR9TA1B_CE_dup130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE45_dup54,18.7,26.89,128.55,34.73,129.47,45.78,2.31,7.53,9.01,1.84,10.45,33.37,29.7,28.59,13.05,54.06,6.65,35.12
Mariner2_CE_dup15,5.58,23.81,23.57,7.67,9.45,32.91,1.98,1.09,2.18,0.18,7.78,3.5,5.83,12.5,15.71,32.31,5.73,56.58
HelitronY1_CE_dup100,0,0,0,0,0,0.38,0,0,0.02,0,0,0.27,0,0.1,0,0,0,0
RC123_dup119,0,0,0,0,6,0,0.02,0,0,0,0,0,1.33,1,0,0,0,0
HelitronY3_CE_dup12,0,0,0,0,0,0,0,0,0,0,0.18,0.08,0,1.09,0,0,0,2.18
(TTAAG)n,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY3_CE_dup13,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0
TC5B_dup23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC5B_dup24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE4_dup170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE4_dup171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE4_dup172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE4_dup173,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CELE46A_dup386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MSAT1_CE_dup52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC5B_dup25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC5B_dup26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup388,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGE1_dup12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGE1_dup13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRAGE1_dup14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tc1A_dup58,0,0.19,0,0.25,5.32,0.61,0.64,0.82,0.25,0,0.99,13.55,6.3,7.71,0,0,0,2.5
TIR9TA1B_CE_dup131,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2
HelitronY3_CE_dup14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSAT1_CE_dup53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSAT1_CE_dup54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSAT1_CE_dup55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSAT1_CE_dup56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY1_CE_dup101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariner2_CE_dup16,4.82,15.81,81.41,22.92,31.26,34.26,1.24,1.38,3.17,0.3,5.93,1.82,6.12,10.48,14.47,23.71,4.06,36.89
CELE46A_dup389,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tc1A_dup59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
