,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CeRep4,21.0438222557538,-0.196659945257138,0.723452367456896,-0.27183537452292,0.785748604100769,0.999794118537047
CeRep5,106.243051945039,-0.164485384607373,0.267406043355143,-0.615114686802044,0.538478983499992,0.999794118537047
CeRep52,37.1254545475566,-0.615126259433191,0.592487389895361,-1.03820987572719,0.299172355893628,0.999794118537047
CeRep53,85.1986860534934,-0.210555246105943,0.639757529910289,-0.329117261246566,0.742067057787588,0.999794118537047
CeRep55,237.067060365576,-0.482019461459375,0.868977498681834,-0.554697287548363,0.579101731808563,0.999794118537047
CeRep56,5.61903845366029,-1.08876874954656,0.865246060594944,-1.25833424632747,0.208270900868425,0.999794118537047
CeRep58,0.381599997845345,-1.78531546687773,3.00115740563987,-0.594875651481227,0.551926593981202,0.999794118537047
CeRep59,50.873686576362,0.435759923257541,0.873782911266702,0.498705018876863,0.617987208367832,0.999794118537047
Chapaev-2_CE,29.1147741505083,0.368599471634947,0.494436782105543,0.745493630278229,0.455973360410179,0.999794118537047
DNA-3-1_CE,14.531787107133,-0.22325180216989,0.640978079655235,-0.348298653660623,0.727615904846242,0.999794118537047
G-rich,10.5250894231152,-0.897454755691302,0.91537556729255,-0.980422449274833,0.326877632840534,0.999794118537047
GA-rich,2314.48541238717,-0.101841950786141,0.271693462877773,-0.374841373463434,0.707778442334202,0.999794118537047
GC_rich,18.3812315293868,0.0241991595930843,0.678231830968778,0.035679775687494,0.971537696946168,0.999794118537047
HAT1_CE,83.2505928754273,0.0184976323794823,0.315794926345438,0.0585748244708919,0.953290763405724,0.999794118537047
HAT2_CE,14.1202126451343,-0.0355220703114446,0.786665895442159,-0.0451552183935454,0.96398358835952,0.999794118537047
HAT3_CE,14.3576600620328,-0.713449599034498,0.601162888596951,-1.18678250532,0.235313421246061,0.999794118537047
HAT4_CE,10.9097315155877,0.532016476879306,0.939487064960285,0.566283982740939,0.571200747019992,0.999794118537047
HATN1_CE,0.477782382762375,-1.32834700358664,2.18800454581827,-0.607104316179498,0.543781685971134,0.999794118537047
Helitron2_CE,105.101557615953,0.123694675035895,0.544876014994186,0.227014351213852,0.820412582825928,0.999794118537047
HelitronY1A_CE,215.057003251933,0.0106286805915084,0.274260711685415,0.0387539306165725,0.96908657526035,0.999794118537047
HelitronY1_CE,81.1033123415007,-0.412178582756134,0.420989167521002,-0.979071706721698,0.327544550264072,0.999794118537047
HelitronY3_CE,18.7619171974784,0.264012544273717,0.715576850319136,0.368950650312363,0.712164508983681,0.999794118537047
HelitronY4_CE,129.255552277536,-0.0171449022328252,0.404563045845065,-0.0423788143996504,0.966196716834213,0.999794118537047
IR1_CE,7.55603944138027,0.457554008893234,0.822758167263884,0.556122111087452,0.578127380549099,0.999794118537047
IR3_CE,28.0903967857326,0.0949719662123455,0.396206436585713,0.239703239126454,0.810560323684534,0.999794118537047
IR4,20.9388740910245,0.186092747338323,0.635670167439952,0.292750481098992,0.769712881033092,0.999794118537047
